step,node,q0,q1,q2,q3,q4,q5,queue_total,phase,reward,cum_reward
9500,Node3,1,0,0,0,0,0,1,2,-1.0,-98.0
9500,Node4,0,0,0,0,0,0,0,2,-0.0,-163.0
9500,Node5,0,0,1,0,0,0,1,2,-1.0,-350.0
9500,Node6,0,0,0,0,0,0,0,2,-0.0,-154.0
9500,Node8,2,0,0,0,0,2,4,2,-4.0,-146.0
9500,Node9,0,0,1,0,0,0,1,2,-1.0,-170.0
9500,Node10,0,0,0,0,0,0,0,2,-0.0,-116.0
9600,Node1,0,0,0,0,0,0,0,2,-0.0,-101.0
9600,Node2,1,0,0,0,0,0,1,2,-1.0,-190.0
9600,Node3,1,0,0,0,0,0,1,2,-1.0,-99.0
9600,Node4,0,0,0,0,0,0,0,2,-0.0,-163.0
9600,Node5,0,0,0,2,0,0,2,2,-2.0,-352.0
9600,Node6,0,0,1,1,1,0,3,2,-3.0,-157.0
9600,Node8,0,0,0,0,0,2,2,2,-2.0,-148.0
9600,Node9,0,0,2,0,0,0,2,2,-2.0,-172.0
9600,Node10,1,0,0,0,0,0,1,2,-1.0,-117.0
9700,Node1,0,0,0,0,0,0,0,2,-0.0,-101.0
9700,Node2,1,0,0,0,0,0,1,2,-1.0,-191.0
9700,Node3,0,0,0,0,0,0,0,2,-0.0,-99.0
9700,Node4,0,0,0,0,0,1,1,2,-1.0,-164.0
9700,Node5,0,0,1,2,0,0,3,2,-3.0,-355.0
9700,Node6,0,0,1,1,1,1,4,2,-4.0,-161.0
9700,Node8,1,0,0,0,0,2,3,2,-3.0,-151.0
9700,Node9,0,0,1,0,0,0,1,2,-1.0,-173.0
9700,Node10,1,0,0,0,0,0,1,2,-1.0,-118.0
9800,Node1,0,0,0,0,0,0,0,2,-0.0,-101.0
9800,Node2,0,0,0,0,0,0,0,2,-0.0,-191.0
9800,Node3,0,0,0,0,0,0,0,2,-0.0,-99.0
9800,Node4,0,0,0,1,0,2,3,2,-3.0,-167.0
9800,Node5,1,0,0,2,1,0,4,2,-4.0,-359.0
9800,Node6,0,0,2,1,0,0,3,2,-3.0,-164.0
9800,Node8,0,0,0,0,0,2,2,2,-2.0,-153.0
9800,Node9,0,0,0,0,0,0,0,2,-0.0,-173.0
9800,Node10,0,0,0,0,0,1,1,2,-1.0,-119.0
9900,Node1,0,0,0,0,0,0,0,0,-0.0,-101.0
9900,Node2,0,0,0,0,0,0,0,0,-0.0,-191.0
9900,Node3,1,0,0,0,0,0,1,0,-1.0,-100.0
9900,Node4,1,0,0,1,1,2,5,0,-5.0,-172.0
9900,Node5,0,0,0,2,1,1,4,0,-4.0,-363.0
9900,Node6,0,0,0,1,0,1,2,0,-2.0,-166.0
9900,Node8,0,0,0,1,0,2,3,0,-3.0,-156.0
9900,Node9,0,0,1,0,0,1,2,0,-2.0,-175.0
9900,Node10,0,0,0,1,0,0,1,0,-1.0,-120.0
